COMUNA,REGION,URBANIDAD,FPAGO,TIPOBENEFICIO,COBROMARZO,SEXO,ECIVIL,NACIONALIDAD,NOCOBRO
29,10,1,4,18,0,1,5,0,0
29,10,1,3,18,0,1,1,0,0
29,10,1,4,18,0,1,1,0,0
242,11,2,3,1,0,2,1,0,0
29,10,1,1,17,0,1,1,0,1
119,11,2,3,18,0,1,1,0,0
213,15,0,4,18,0,1,5,0,0
53,11,2,3,14,0,1,5,0,1
58,4,2,1,17,0,2,1,0,1
174,15,0,4,14,0,2,5,0,0
315,4,2,1,17,0,1,1,0,1
315,4,2,1,17,0,1,3,0,1
147,4,2,3,18,0,1,5,0,0
189,8,1,3,14,0,2,5,0,0
92,8,0,4,18,0,1,1,0,0
242,11,2,3,1,0,1,1,0,1
262,8,1,4,18,0,1,1,0,0
180,7,2,3,6,0,1,1,0,1
149,7,1,4,14,0,1,1,0,0
163,7,0,5,18,0,1,1,0,0
98,7,0,5,18,0,1,1,0,0
242,11,2,3,1,0,1,3,0,1
53,11,2,3,18,0,1,1,0,0
77,12,1,5,14,1,1,5,0,0
178,12,0,1,17,0,1,3,0,1
141,12,0,1,17,0,2,5,0,1
300,11,2,3,6,0,1,1,0,1
128,11,2,1,1,0,1,5,0,0
188,12,0,1,17,0,2,1,0,1
297,12,1,3,18,0,1,1,0,0
74,10,2,1,17,0,2,5,0,1
267,10,1,4,18,0,1,5,0,0
304,10,2,3,14,0,1,5,0,0
195,10,0,4,18,0,1,5,0,0
304,10,2,3,16,0,1,5,0,0
280,10,2,1,17,0,2,5,0,1
34,10,0,5,18,0,1,1,0,0
134,10,2,3,6,0,2,1,0,1
193,10,1,1,17,0,2,1,0,1
193,10,1,1,17,0,1,5,0,0
272,15,2,3,14,0,2,5,0,1
219,11,2,3,18,1,1,1,0,0
39,15,2,3,18,0,1,5,0,0
39,15,2,3,18,0,2,3,0,0
232,6,0,3,18,0,1,1,0,0
15,4,1,3,18,0,1,1,0,0
199,4,2,3,14,0,1,1,0,1
244,15,1,3,18,0,1,1,0,0
177,6,1,3,14,0,2,1,0,0
288,11,0,4,18,0,1,1,0,0
242,11,2,3,1,0,1,3,0,1
147,4,2,4,18,0,1,5,0,1
321,14,2,3,16,0,2,5,0,0
245,14,2,1,17,0,1,1,0,1
170,4,1,4,18,0,1,1,0,1
145,4,1,3,14,0,1,5,0,0
323,6,1,3,16,0,1,5,0,0
307,6,2,3,14,0,1,1,0,0
87,6,1,1,17,0,1,1,0,1
307,6,2,1,17,0,2,1,0,1
189,8,1,4,14,0,1,5,0,1
148,8,1,1,17,0,2,5,0,0
148,8,1,5,18,1,1,1,0,0
319,8,2,3,14,0,2,1,0,0
223,7,2,1,17,0,2,5,0,1
126,8,1,5,14,0,1,5,0,0
262,8,1,1,17,0,2,1,0,1
180,7,2,3,18,0,1,5,0,0
180,7,2,3,18,0,1,5,0,0
230,9,2,3,14,0,1,1,0,0
234,14,1,5,14,0,2,5,0,0
27,7,2,3,18,0,1,1,0,0
43,7,1,1,1,0,2,1,0,1
43,7,1,1,17,0,2,1,0,1
181,5,2,3,14,0,2,5,0,1
111,14,2,1,1,0,2,1,0,1
133,14,2,3,16,0,1,5,0,0
327,14,2,3,18,0,1,1,0,0
30,4,1,3,18,0,1,1,0,0
330,14,2,3,14,0,2,1,0,0
17,7,1,3,18,0,1,1,0,0
166,11,2,1,17,0,2,1,0,1
321,14,2,3,16,0,1,5,0,0
205,11,2,3,18,0,1,1,0,0
271,11,2,3,16,0,1,5,0,0
271,11,2,3,14,0,1,5,0,0
234,14,1,5,14,0,2,5,0,0
11,1,2,1,17,0,1,3,0,1
11,1,2,1,17,1,1,3,0,1
11,1,2,1,17,0,2,1,0,1
11,1,2,1,17,0,2,1,0,1
242,11,2,3,1,0,2,1,0,1
330,14,2,1,17,0,1,1,0,0
321,14,2,3,18,0,1,1,0,0
330,14,2,1,17,0,1,1,0,1
128,11,2,3,14,1,2,5,0,1
249,11,2,3,16,0,2,5,0,0
300,11,2,1,17,0,2,1,0,1
300,11,2,3,14,0,1,5,0,1
300,11,2,1,17,0,1,3,0,1
115,11,2,1,17,0,2,5,0,1
112,11,2,1,17,0,2,1,0,1
242,11,2,3,1,0,1,1,0,1
115,11,2,3,6,0,2,5,0,1
189,8,1,4,18,0,1,1,0,0
277,12,2,1,1,0,2,1,0,1
172,12,0,5,6,0,2,1,0,1
157,11,2,1,17,0,2,5,0,0
82,14,1,3,18,0,1,1,0,0
112,11,2,1,17,0,1,5,0,1
125,11,2,4,18,0,1,5,0,0
255,11,2,3,14,0,2,5,0,1
255,11,2,3,14,0,2,5,0,0
255,11,2,3,18,0,1,5,0,1
311,11,1,5,18,0,1,1,0,0
300,11,2,3,6,0,2,1,0,1
242,11,2,3,1,0,1,1,0,1
119,11,2,3,18,0,1,1,0,0
204,11,2,1,1,0,1,1,0,1
242,11,2,3,1,0,2,1,0,1
128,11,2,3,14,0,2,5,0,0
115,11,2,3,18,0,1,1,0,0
242,11,2,3,1,0,1,5,0,1
257,11,2,1,17,0,2,1,0,1
205,11,2,1,17,0,1,1,0,1
155,11,2,3,18,0,1,5,0,0
157,11,2,1,17,0,2,1,0,1
115,11,2,1,17,0,1,1,0,1
220,11,2,3,6,0,1,3,0,0
242,11,2,3,1,0,2,1,0,1
281,11,2,3,6,0,2,1,0,0
220,11,2,3,14,0,1,1,0,1
157,11,2,3,14,0,1,5,0,0
106,11,2,3,14,1,2,5,0,0
218,6,1,3,18,0,1,1,0,0
242,11,2,3,1,0,2,1,0,1
53,11,2,3,14,0,1,5,0,1
295,12,1,1,17,0,2,5,0,1
207,12,1,5,18,1,1,1,0,0
304,10,2,1,1,0,2,1,0,1
304,10,2,3,16,0,1,5,0,0
304,10,2,3,18,0,1,5,0,0
304,10,2,1,17,0,1,5,0,1
304,10,2,3,14,0,1,5,0,0
305,4,2,1,17,0,2,1,0,0
242,11,2,3,1,0,1,1,0,1
246,14,2,1,17,0,1,1,0,1
242,11,2,3,1,0,2,1,0,1
43,7,1,5,6,0,1,1,0,0
242,11,2,3,1,0,1,3,0,1
58,4,2,3,18,0,1,1,0,0
152,4,2,3,14,0,1,1,0,1
64,4,2,3,16,0,2,5,0,1
290,4,2,1,17,0,2,5,0,1
152,4,2,3,18,0,1,5,0,0
226,6,0,1,17,0,2,5,0,1
205,11,2,3,18,0,1,3,0,1
58,4,2,1,17,0,1,1,0,1
307,6,2,1,17,0,1,1,0,1
242,11,2,3,1,0,1,3,0,1
307,6,2,1,17,0,2,3,0,1
242,11,2,3,1,0,1,1,0,1
125,11,2,3,14,0,2,5,0,0
271,11,2,3,18,1,1,5,0,0
219,11,2,3,18,0,1,5,0,0
300,11,2,1,17,0,2,1,0,1
319,8,2,3,18,0,1,1,0,0
321,14,2,3,18,0,1,1,0,0
200,12,1,5,18,0,1,3,0,0
10,4,1,3,14,0,1,1,0,0
290,4,2,1,17,0,1,1,0,1
48,15,1,1,17,0,2,1,0,1
312,4,0,5,18,1,1,1,0,0
304,10,2,1,17,0,1,1,0,1
242,11,2,3,1,0,2,1,0,1
257,11,2,3,18,0,1,1,0,0
336,11,2,1,17,0,2,1,0,0
319,8,2,1,17,0,1,3,0,1
307,6,2,3,2,0,1,5,0,1
319,8,2,3,18,1,1,1,0,0
92,8,0,5,18,1,1,1,0,0
262,8,1,4,18,0,1,1,0,0
122,8,1,1,17,0,2,5,0,1
78,11,2,3,18,0,1,1,0,0
242,11,2,3,1,0,1,1,0,1
234,14,1,5,14,0,1,5,0,1
180,7,2,1,17,0,2,1,0,1
223,7,2,3,18,0,1,1,0,0
227,7,2,3,2,0,2,1,0,1
115,11,2,3,16,0,1,5,0,0
45,7,0,4,18,0,2,5,0,0
163,7,0,4,18,0,1,5,0,0
98,7,0,4,18,0,1,1,0,0
247,7,0,1,17,0,2,1,0,1
247,7,0,1,1,0,2,1,0,1
27,7,2,3,18,0,1,1,0,0
16,0,2,1,1,0,1,1,0,0
281,11,2,3,14,1,1,5,0,0
62,2,2,3,18,1,1,5,0,0
320,2,2,1,17,0,2,3,0,1
320,2,2,3,14,0,1,3,0,0
320,2,2,3,6,0,1,5,0,1
320,2,2,3,18,0,1,5,0,0
320,2,2,1,17,0,2,5,0,1
330,14,2,1,17,0,1,1,0,1
118,14,1,1,17,0,2,5,0,1
111,14,2,1,17,1,1,1,0,1
111,14,2,3,18,1,1,1,0,0
112,11,2,3,6,0,1,3,0,1
327,14,2,3,18,0,1,1,0,0
245,14,2,1,17,0,1,1,0,1
245,14,2,1,17,0,2,3,0,1
246,14,2,1,17,0,1,5,0,1
246,14,2,1,17,0,2,1,0,0
330,14,2,3,18,0,1,1,0,1
297,12,1,1,17,0,2,3,0,0
270,14,2,0,16,0,1,5,0,0
270,14,2,1,17,0,2,1,0,1
270,14,2,3,18,1,1,5,0,1
125,11,2,3,14,0,2,5,0,0
69,11,1,3,18,1,1,1,0,1
219,11,2,3,18,0,1,1,0,0
277,12,2,1,1,0,1,3,0,1
277,12,2,3,14,0,2,5,0,0
277,12,2,1,17,0,2,1,0,1
134,10,2,3,16,0,1,1,0,0
8,0,2,3,18,0,1,1,0,0
134,10,2,3,14,0,1,1,0,0
331,10,1,1,17,0,2,1,0,1
134,10,2,3,14,0,1,5,0,0
134,10,2,1,17,0,1,1,0,1
51,10,1,1,17,0,2,1,0,1
134,10,2,1,17,0,2,5,0,1
202,14,0,1,17,0,2,3,0,1
271,11,2,3,18,0,1,1,0,0
257,11,2,3,14,0,2,5,0,1
249,11,2,3,18,0,1,1,0,0
119,11,2,3,18,1,1,1,0,0
85,11,2,3,18,0,1,5,0,0
288,11,0,5,18,0,1,1,0,0
304,10,2,1,17,0,2,3,0,1
258,12,2,3,18,0,1,5,0,0
208,12,1,1,17,0,2,3,0,1
322,10,0,4,14,0,2,5,0,0
74,10,2,1,1,0,2,1,0,0
74,10,2,1,17,0,2,1,0,1
74,10,2,1,17,0,2,1,0,1
74,10,2,1,17,0,1,1,0,1
254,10,0,4,18,0,1,1,0,0
60,10,2,1,17,0,2,1,0,1
304,10,2,1,17,0,2,5,0,1
273,10,1,3,18,0,1,1,0,0
60,10,2,1,17,0,2,1,0,1
326,10,1,1,17,0,2,5,0,1
260,10,1,4,18,0,1,5,0,0
193,10,1,1,1,0,2,1,0,0
193,10,1,1,1,0,2,1,0,1
193,10,1,1,17,0,2,1,0,1
242,11,2,3,1,0,2,1,0,1
260,10,1,1,17,0,2,1,0,1
251,15,0,1,17,0,2,5,0,1
272,15,2,1,17,0,2,5,0,0
272,15,2,3,18,0,1,5,0,0
85,11,2,3,18,0,1,1,0,0
115,11,2,3,18,0,1,1,0,0
48,15,1,1,17,0,2,1,0,0
242,11,2,3,1,0,2,1,0,1
39,15,2,1,17,0,2,3,0,1
53,11,2,3,18,0,1,1,0,0
71,4,1,3,18,0,1,5,0,0
58,4,2,1,17,0,2,1,0,1
323,6,1,3,18,0,1,1,0,0
271,11,2,3,18,0,1,1,0,0
307,6,2,3,14,0,1,5,0,0
220,11,2,3,18,0,1,5,0,0
330,14,2,3,14,0,2,5,0,0
105,5,1,3,18,0,1,5,0,0
69,11,1,3,14,0,2,5,0,0
182,11,2,1,1,0,2,1,0,1
271,11,2,1,17,0,2,3,0,1
114,12,0,1,17,0,1,5,0,1
297,12,1,4,18,0,1,3,0,0
242,11,2,3,1,0,2,1,0,1
60,10,2,3,18,0,1,1,0,0
260,10,1,4,18,0,1,1,0,0
29,10,1,3,18,0,1,5,0,0
39,15,2,1,17,0,2,1,0,1
315,4,2,3,16,0,1,1,0,0
315,4,2,1,17,0,1,1,0,1
13,15,1,4,18,0,1,1,0,0
298,4,1,5,14,1,2,5,0,0
58,4,2,3,18,0,1,1,0,0
147,4,2,1,17,0,1,1,0,1
147,4,2,1,17,0,1,1,0,0
242,11,2,3,1,0,2,1,0,1
53,11,2,3,14,0,1,5,0,1
242,11,2,3,1,0,2,1,0,1
147,4,2,1,17,0,2,1,0,1
300,11,2,3,2,0,2,1,0,1
54,6,1,3,18,0,1,1,0,0
93,6,0,3,18,0,1,1,0,0
226,6,0,5,18,0,1,3,0,1
115,11,2,3,18,0,1,1,0,0
177,6,1,3,2,0,1,1,0,0
309,6,0,5,14,0,1,5,0,1
177,6,1,1,17,0,1,1,0,1
218,6,1,3,18,0,1,1,0,1
67,6,1,3,18,0,1,1,0,0
95,6,1,1,17,0,2,1,0,1
328,6,2,1,17,0,1,3,0,0
58,4,2,1,17,0,1,5,0,1
328,6,2,3,18,0,1,5,0,0
126,8,1,5,14,0,1,5,0,1
189,8,1,4,18,0,1,5,0,0
128,11,2,3,14,0,1,5,0,0
166,11,2,1,17,0,2,1,0,1
121,5,2,1,1,0,2,1,0,0
209,15,0,1,17,0,2,1,0,1
39,15,2,1,17,0,1,5,0,1
297,12,1,3,18,0,1,5,0,0
74,10,2,1,1,0,2,1,0,1
125,11,2,3,14,0,2,5,0,0
11,1,2,1,17,0,2,3,0,1
11,1,2,3,18,1,1,1,0,1
11,1,2,3,18,0,1,1,0,0
310,2,1,4,18,0,1,5,0,0
11,1,2,1,17,0,1,3,0,1
11,1,2,3,18,0,1,1,0,0
242,11,2,3,1,0,1,1,0,1
11,1,2,3,6,0,2,1,0,1
107,13,2,1,17,0,1,3,0,1
8,0,2,3,18,0,1,5,0,0
8,0,2,1,17,0,1,5,0,1
4,13,2,3,18,0,2,3,0,0
242,11,2,3,1,0,2,1,0,1
106,11,2,1,17,0,2,1,0,1
8,0,2,3,14,0,1,5,0,0
62,2,2,3,18,1,1,1,0,0
121,5,2,1,17,0,2,1,0,1
242,11,2,3,1,0,2,5,0,1
330,14,2,3,6,0,2,3,0,1
330,14,2,1,17,0,1,1,0,1
321,14,2,3,18,1,1,1,0,0
107,13,2,3,18,0,2,3,0,0
199,4,2,1,17,0,2,1,0,1
242,11,2,3,1,0,2,1,0,1
321,14,2,3,18,0,1,5,0,0
300,11,2,3,18,0,1,1,0,0
297,12,1,1,17,0,1,1,0,1
321,14,2,1,17,0,2,1,0,0
26,14,1,1,17,0,1,1,0,1
321,14,2,3,18,0,1,1,0,0
321,14,2,3,18,0,1,3,0,0
78,11,2,1,1,0,2,5,0,1
157,11,2,1,17,0,1,1,0,1
249,11,2,1,17,0,1,1,0,1
140,11,2,3,18,0,1,1,0,0
242,11,2,3,1,0,1,3,0,1
219,11,2,1,17,0,2,1,0,1
106,11,2,3,16,0,2,5,0,1
119,11,2,3,18,0,1,5,0,0
300,11,2,3,14,0,2,5,0,0
242,11,2,3,1,0,1,1,0,0
154,12,2,1,17,0,2,1,0,1
63,5,2,1,17,0,2,5,0,1
157,11,2,3,16,0,1,5,0,0
219,11,2,1,17,0,2,3,0,1
242,11,2,3,1,0,2,5,0,1
53,11,2,3,14,0,1,5,0,1
125,11,2,3,14,0,2,5,0,0
336,11,2,1,17,0,1,1,0,1
255,11,2,3,18,0,1,1,0,0
59,11,2,3,14,0,2,5,0,0
155,11,2,3,14,0,2,5,0,0
205,11,2,1,17,0,1,1,0,1
242,11,2,3,1,0,2,1,0,1
59,11,2,1,17,0,2,3,0,1
155,11,2,1,17,0,2,1,0,0
155,11,2,3,18,1,1,1,0,0
29,10,1,3,14,0,1,1,0,0
294,12,1,3,18,0,1,1,0,0
189,8,1,3,18,0,1,5,0,0
186,11,2,1,17,0,1,1,0,1
269,5,1,1,17,0,2,5,0,1
205,11,2,1,17,0,2,5,0,1
242,11,2,3,1,0,2,1,0,1
125,11,2,4,18,0,1,5,0,0
281,11,2,3,18,0,1,1,0,0
78,11,2,1,17,0,2,1,0,1
242,11,2,3,1,0,1,1,0,1
139,11,2,3,18,1,1,5,0,0
223,7,2,1,1,0,1,1,0,1
220,11,2,3,18,0,1,1,0,0
119,11,2,3,18,0,1,3,0,0
300,11,2,1,17,0,2,3,0,1
252,12,2,1,17,1,1,5,0,1
252,12,2,1,17,0,2,1,0,0
178,12,0,1,17,0,2,1,0,1
252,12,2,1,17,0,2,1,0,1
252,12,2,3,18,0,1,3,0,0
157,11,2,3,2,0,1,1,0,1
252,12,2,3,18,0,1,1,0,0
277,12,2,1,17,0,2,5,0,1
172,12,0,4,18,0,1,5,0,0
304,10,2,1,17,0,2,5,0,1
304,10,2,3,2,0,2,3,0,1
304,10,2,1,17,0,2,1,0,1
304,10,2,3,18,0,1,1,0,0
280,10,2,3,18,0,1,5,0,0
304,10,2,1,17,0,2,1,0,1
304,10,2,3,18,0,1,5,0,0
304,10,2,1,17,0,2,1,0,0
104,11,2,1,17,0,1,1,0,1
216,11,2,1,17,0,2,1,0,1
100,4,2,3,18,0,1,3,0,0
58,4,2,3,18,0,1,1,0,0
327,14,2,3,2,0,2,1,0,1
58,4,2,3,16,0,1,5,0,0
315,4,2,1,17,0,2,3,0,1
58,4,2,3,18,0,1,1,0,0
152,4,2,3,6,0,2,5,0,1
152,4,2,3,18,0,1,1,0,0
130,6,1,1,17,0,2,1,0,1
68,6,1,3,18,0,1,1,0,0
259,12,1,5,18,0,1,1,0,0
227,7,2,1,17,0,2,1,0,1
307,6,2,4,18,1,1,1,0,1
189,8,1,4,18,0,1,5,0,0
66,3,2,3,14,0,1,5,0,0
39,15,2,1,17,0,2,5,0,1
39,15,2,4,14,0,2,5,0,1
58,4,2,3,14,0,1,5,0,0
147,4,2,3,18,0,1,1,0,0
288,11,0,4,14,0,2,1,0,0
288,11,0,4,18,0,1,1,0,0
125,11,2,3,14,0,2,5,0,0
101,4,1,4,18,0,1,1,0,0
147,4,2,1,17,0,1,3,0,1
95,6,1,5,2,1,1,1,0,1
211,6,1,3,14,0,1,5,0,0
211,6,1,1,17,0,2,1,0,0
218,6,1,3,18,0,1,5,0,0
211,6,1,1,17,0,2,3,0,1
123,8,0,4,18,0,1,1,0,0
75,7,0,5,18,0,1,1,0,0
148,8,1,1,17,0,2,5,0,1
262,8,1,4,18,0,1,3,0,0
236,7,0,5,18,0,1,1,0,0
336,11,2,1,17,0,1,1,0,0
180,7,2,3,14,0,2,5,0,1
157,11,2,3,6,0,1,5,0,1
180,7,2,3,18,0,1,1,0,1
180,7,2,1,17,0,2,1,0,0
180,7,2,3,16,1,1,1,0,0
180,7,2,1,17,0,2,5,0,1
166,11,2,3,18,0,1,5,0,0
119,11,2,3,18,0,1,5,0,0
5,7,1,4,18,0,1,1,0,0
220,11,2,3,6,1,1,5,0,1
16,0,2,3,14,0,1,5,0,0
234,14,1,5,14,0,2,5,0,0
300,11,2,3,6,0,2,5,0,1
242,11,2,3,1,0,2,5,0,1
324,5,1,1,17,0,1,1,0,1
324,5,1,1,17,0,2,1,0,1
121,5,2,1,17,0,2,5,0,1
8,0,2,3,14,1,2,5,0,0
63,5,2,1,17,0,2,5,0,1
63,5,2,1,17,0,1,1,0,1
181,5,2,3,18,1,1,5,0,1
23,5,0,5,2,0,2,1,0,1
242,11,2,3,1,0,2,1,0,1
118,14,1,1,17,0,2,5,0,1
151,5,1,4,18,0,1,5,0,0
234,14,1,5,14,0,1,5,0,0
133,14,2,3,18,0,1,5,0,1
270,14,2,1,17,1,1,1,0,0
157,11,2,1,17,0,1,1,0,0
270,14,2,1,17,0,1,1,0,1
242,11,2,3,1,0,2,1,0,1
32,11,2,3,18,0,1,1,0,0
115,11,2,3,16,1,2,5,0,1
189,8,1,4,18,0,1,1,0,0
258,12,2,3,18,0,1,1,0,1
258,12,2,3,2,0,2,1,0,1
277,12,2,1,17,0,2,5,0,1
278,12,1,1,17,0,2,1,0,1
277,12,2,1,17,0,1,5,0,0
277,12,2,3,18,0,1,5,0,0
254,10,0,1,17,0,1,3,0,1
254,10,0,4,18,0,1,3,0,0
74,10,2,1,17,0,1,5,0,1
280,10,2,3,18,0,1,1,0,1
280,10,2,1,17,0,2,5,0,1
280,10,2,1,17,0,1,1,0,1
92,8,0,1,17,0,2,1,0,1
300,11,2,3,2,0,1,5,0,0
257,11,2,1,17,0,1,1,0,1
147,4,2,3,18,0,1,1,0,0
147,4,2,1,1,0,2,1,0,1
147,4,2,1,17,0,1,1,0,1
147,4,2,3,18,0,1,5,0,0
169,4,1,1,17,0,2,1,0,1
242,11,2,3,1,0,2,1,0,1
155,11,2,3,18,0,1,1,0,1
71,4,1,1,1,0,2,1,0,1
242,11,2,3,1,0,2,1,0,1
131,4,1,3,18,0,1,1,0,0
307,6,2,1,17,0,2,5,0,1
307,6,2,3,18,0,1,1,0,0
68,6,1,1,17,0,2,5,0,1
68,6,1,4,18,0,2,3,0,0
67,6,1,3,18,0,1,1,0,0
328,6,2,3,14,1,1,1,0,0
122,8,1,1,17,0,1,1,0,1
194,11,2,1,17,0,2,5,0,1
270,14,2,1,17,0,2,5,0,1
125,11,2,4,18,0,2,5,0,0
219,11,2,1,16,0,1,5,0,0
157,11,2,3,14,0,1,5,0,0
249,11,2,3,18,0,1,5,0,0
278,12,1,1,17,0,2,1,0,1
220,11,2,3,18,0,1,5,0,0
127,12,1,1,17,0,2,3,0,1
278,12,1,5,18,1,1,1,0,0
294,12,1,3,18,0,1,5,0,0
263,10,0,1,17,0,2,1,0,1
74,10,2,1,17,0,2,1,0,1
74,10,2,4,18,0,1,1,0,0
304,10,2,1,17,0,1,1,0,1
317,15,0,4,14,0,1,1,0,0
58,4,2,1,17,0,2,1,0,1
100,4,2,3,18,0,1,5,0,0
97,14,1,1,17,0,2,1,0,1
118,14,1,3,14,0,1,5,0,0
118,14,1,1,17,0,2,5,0,1
113,14,1,1,17,0,1,5,0,0
245,14,2,1,17,0,1,1,0,1
245,14,2,1,17,0,1,1,0,1
246,14,2,1,17,0,1,1,0,0
208,12,1,5,2,0,2,1,0,1
121,5,2,1,17,0,1,5,0,1
171,12,1,5,6,0,2,1,0,1
322,10,0,4,18,0,1,5,0,0
73,10,0,4,14,0,1,5,0,0
134,10,2,1,17,0,2,1,0,1
134,10,2,1,17,0,1,1,0,1
58,4,2,1,17,0,2,3,0,1
220,11,2,1,16,0,1,5,0,0
140,11,2,3,14,0,1,5,0,1
68,6,1,1,17,0,2,5,0,1
39,15,2,3,18,0,1,5,0,0
205,11,2,1,17,0,1,5,0,1
242,11,2,3,1,0,1,1,0,1
180,7,2,1,17,0,2,3,0,1
194,11,2,3,18,1,1,5,0,0
37,4,2,3,18,0,1,5,0,0
39,15,2,1,17,0,1,1,0,1
55,12,1,1,17,0,2,1,0,1
13,15,1,4,18,0,1,5,0,0
180,7,2,3,14,0,1,5,0,1
330,14,2,1,17,0,2,5,0,1
250,14,1,3,14,0,1,5,0,0
39,15,2,1,17,0,2,5,0,1
112,11,2,3,18,0,1,1,0,0
180,7,2,3,16,0,1,3,0,0
281,11,2,1,17,0,2,1,0,1
242,11,2,3,1,0,2,1,0,1
16,0,2,3,16,0,1,5,0,0
328,6,2,3,18,0,1,1,0,0
276,14,2,1,1,0,1,1,0,0
147,4,2,1,17,0,2,1,0,0
16,0,2,3,14,0,2,5,0,1
73,10,0,4,14,1,1,1,0,0
16,0,2,1,17,0,2,5,0,1
118,14,1,1,17,0,2,5,0,1
336,11,2,3,14,0,1,5,0,0
245,14,2,1,17,0,2,5,0,1
328,6,2,3,14,0,1,1,0,0
300,11,2,3,14,0,1,5,0,1
189,8,1,3,14,0,1,5,0,1
245,14,2,1,17,0,2,5,0,1
11,1,2,3,18,0,1,5,0,0
300,11,2,3,16,0,1,5,0,0
242,11,2,3,1,0,1,5,0,1
16,0,2,3,16,0,1,5,0,0
60,10,2,3,14,0,1,1,0,0
285,11,2,3,14,1,1,5,0,0
124,4,1,3,14,0,2,5,0,0
73,10,0,5,14,0,2,1,0,0
37,4,2,3,14,0,1,5,0,0
216,11,2,3,16,0,1,5,0,0
234,14,1,5,14,0,1,5,0,0
39,15,2,1,17,0,1,1,0,1
152,4,2,1,17,0,2,1,0,1
39,15,2,1,17,0,2,1,0,1
330,14,2,1,17,0,2,5,0,1
297,12,1,4,7,0,1,1,0,1
242,11,2,3,1,0,2,1,0,1
66,3,2,4,18,0,1,1,0,0
220,11,2,3,18,0,1,5,0,0
242,11,2,3,1,0,2,3,0,1
335,15,0,4,18,0,1,5,0,0
24,6,1,3,0,0,2,5,0,1
116,11,2,3,18,1,1,5,0,0
242,11,2,3,1,0,2,1,0,1
319,8,2,1,1,1,1,5,0,1
273,10,1,3,14,0,1,5,0,0
53,11,2,3,14,0,2,5,0,1
113,14,1,1,1,1,2,1,0,1
4,13,2,3,18,0,1,5,0,0
39,15,2,3,18,0,1,1,0,0
242,11,2,3,1,0,2,1,0,1
115,11,2,1,17,0,2,1,0,1
128,11,2,1,17,0,2,1,0,1
252,12,2,1,17,0,1,5,0,1
137,14,1,3,18,0,1,5,0,0
319,8,2,3,14,0,1,1,0,0
330,14,2,3,18,0,1,1,0,0
39,15,2,1,17,0,2,3,0,1
252,12,2,3,16,0,1,1,0,0
310,2,1,4,18,0,1,1,0,0
307,6,2,3,14,0,2,5,0,1
186,11,2,1,17,0,2,1,0,1
246,14,2,1,17,0,1,1,0,1
223,7,2,1,17,0,2,5,0,1
181,5,2,1,17,0,1,5,0,0
290,4,2,1,17,0,1,1,0,1
232,6,0,3,14,0,1,5,0,1
223,7,2,3,14,0,1,5,0,0
107,13,2,3,16,0,1,5,0,0
205,11,2,1,17,0,1,1,0,0
330,14,2,3,14,0,1,5,0,0
179,14,1,1,17,1,1,1,0,1
134,10,2,1,17,0,1,5,0,1
252,12,2,3,14,0,1,5,0,1
24,6,1,3,14,0,1,1,0,0
180,7,2,3,14,0,1,1,0,0
167,10,2,1,1,0,1,3,0,1
8,0,2,1,1,0,2,1,0,1
300,11,2,3,16,0,1,5,0,0
220,11,2,3,18,0,1,5,0,0
157,11,2,1,17,0,2,1,0,1
30,4,1,3,14,0,1,1,0,1
162,10,2,1,17,0,1,5,0,1
223,7,2,3,16,0,1,1,0,1
157,11,2,3,18,0,1,1,0,0
300,11,2,0,16,0,1,5,0,1
246,14,2,1,17,1,1,1,0,1
242,11,2,3,1,0,1,1,0,1
285,11,2,3,14,0,2,5,0,0
11,1,2,1,17,0,1,1,1,1
255,11,2,3,14,1,2,5,0,0
147,4,2,1,17,0,1,1,0,1
328,6,2,3,14,0,2,5,0,0
74,10,2,1,17,0,2,1,0,1
157,11,2,3,18,1,1,5,0,0
111,14,2,1,17,0,2,5,0,1
300,11,2,3,6,0,2,1,0,1
294,12,1,3,16,0,1,5,0,0
74,10,2,1,17,0,2,1,0,1
39,15,2,3,18,0,1,5,0,0
58,4,2,1,17,1,1,1,0,1
193,10,1,1,17,0,2,5,0,1
295,12,1,3,7,0,1,1,0,1
53,11,2,3,18,0,1,5,0,0
107,13,2,3,14,0,1,5,0,1
324,5,1,5,16,0,1,1,0,0
300,11,2,3,16,1,2,5,0,0
300,11,2,3,16,0,2,1,0,0
330,14,2,1,17,0,2,1,0,1
41,12,1,1,17,0,1,1,0,1
130,6,1,1,17,0,2,1,0,0
233,7,1,1,17,0,2,5,0,0
303,11,2,3,2,0,1,1,0,0
327,14,2,3,14,0,1,5,1,1
205,11,2,1,1,0,2,2,0,0
300,11,2,3,16,0,1,5,0,1
242,11,2,3,18,1,1,1,0,0
237,7,0,5,14,1,1,5,0,0
327,14,2,3,18,1,1,1,0,0
60,10,2,1,17,1,1,5,0,0
280,10,2,1,17,0,1,1,0,0
139,11,2,3,18,0,1,5,0,0
227,7,2,1,17,0,1,1,0,0
8,0,2,3,16,0,2,5,0,1
327,14,2,1,17,0,1,5,0,1
297,12,1,3,0,0,2,5,0,0
64,4,2,3,14,0,1,5,0,1
121,5,2,3,18,0,1,5,0,0
225,7,0,5,14,1,1,5,0,0
252,12,2,1,17,0,2,5,0,1
143,10,0,4,18,0,1,1,0,0
180,7,2,1,1,0,2,1,0,0
53,11,2,3,14,0,2,5,0,1
305,4,2,3,14,1,1,1,0,0
